UNQ_ID,AGE RANGE,GENDER,NCSS_B03A,NCSS_B03B,NCSS_B04,NCSS_B05,EVENT,PARTICIPATION,PART_ROLE,AFFILIATION,Process_E_LS,Process_E_EX,Process_E_CT,Pre_MR1,Post_MR1,X_MR1,Pre_MR2,Post_MR2,X_MR2,Pre_MR3,Post_MR3,X_MR3,Pre_MR4,Post_MR4,X_MR4,Pre_MR5,Post_MR5,X_MR5,Pre_AT_PT1,Pre_AT_PT2,Pre_AT_PT3,Pre_AT_WT5,Pre_AT_CT1,Pre_AT_CT2,Pre_AT_CT3,Pre_AT_CT4,Pre_AT_LA1,Pre_AT_LA2,Pre_AT_LA3,Pre_AT_SC6,Pre_ST_SD1,Pre_ST_SD2,Pre_ST_SD3,Pre_ST_SD4,Pre_NCSS_P2,Pre_AT_WT2,Pre_AT_WT3,Pre_AT_WT4,Pre_AT_LA4,Pre_AT_WT1,Pre_AT_CT5,Pre_AT_LA5,Pre_AT_SC2,Pre_ST_SD5,Pre_ST_SR2,Pre_ST_SR1,Pre_ST_SR3,Pre_ST_SR4,Pre_ST_SR5,Pre_NCSS_P1,Pre_NCSS_P3,Pre_NCSS_P4,Pre_NCSS_P5,Pre_AT_SC1,Pre_AT_SC3,Pre_AT_SC4,Pre_AT_SC5,Post_AT_PT1,Post_AT_PT2,Post_AT_PT3,Post_AT_WT5,Post_AT_CT1,Post_AT_CT2,Post_AT_CT3,Post_AT_CT4,Post_AT_LA1,Post_AT_LA2,Post_AT_LA3,Post_ST_SD1,Post_ST_SD2,Post_ST_SD3,Post_ST_SD4,Post_AT_SC6,Post_NCSS_P2,Post_AT_WT2,Post_AT_WT3,Post_AT_WT4,Post_AT_LA4,Post_AT_WT1,Post_AT_CT5,Post_AT_LA5,Post_AT_SC2,Post_ST_SD5,Post_ST_SR2,Post_ST_SR1,Post_ST_SR3,Post_ST_SR4,Post_ST_SR5,Post_NCSS_P1,Post_NCSS_P3,Post_NCSS_P4,Post_NCSS_P5,Post_AT_SC1,Post_AT_SC3,Post_AT_SC4,Post_AT_SC5
B0A51B18,18-24 years old,Male,No,Not Applicable,No,7 Polytechnic,12. What A Wonderful World,5,Volunteer - 45A,NYP Nursing Students,5,5,5,1.3125,4.8125,3.5,3,2.6,-0.4,1,4.6,3.6,2,1.5,-0.5,1.75,3,1.25,1,1,1,1,1,1,1,1,3,3,2,1,1,1,1,1,5,3,1,5,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,3,2,5,4,5,4,5,5,5,5,4,5,5,5,5,5,5,5,1,4,1,5,2,5,5,5,5,5,5,5,5,1,5,3,1,1,1,3,4,3,2
73F06410,18-24 years old,Female,No,Not Applicable,No,8 University Degree,12. What A Wonderful World,5,Volunteer - 62AB,The Achievers,5,5,5,1.6875,3.1875,1.5,3.2,2.6,-0.6,1.3,4,2.7,1.75,2,0.25,2.75,3,0.25,1,1,1,1,2,3,2,3,1,3,3,2,1,1,1,1,3,4,3,4,2,1,3,1,2,1,1,1,1,1,1,2,2,2,1,2,2,3,4,2,5,3,4,3,3,4,3,3,1,2,4,3,4,3,4,3,1,3,5,1,5,5,1,5,4,3,3,5,5,4,3,1,2,2,3,4,2,3
8B151464,18-24 years old,Male,No,Not Applicable,No,8 University Degree,12. What A Wonderful World,5,Volunteer - 65AB,The Achievers,5,5,5,2.4375,3.75,1.3125,2.8,2.8,0,2.1,4.1,2,2,1.75,-0.25,2.25,4,1.75,3,2,2,3,2,2,2,3,3,3,3,2,2,2,2,3,2,3,2,4,3,2,2,3,1,2,3,2,2,2,2,2,2,2,2,2,1,3,3,3,4,4,3,3,4,4,5,3,4,3,5,5,4,2,4,2,2,4,2,4,4,5,2,5,4,5,4,4,4,4,2,1,2,2,4,4,3,5
03FB9FBE,18-24 years old,Male,No,Not Applicable,No,8 University Degree,12. What A Wonderful World,4,Volunteer - 64AB,The Achievers,5,5,5,3,3.4375,0.4375,3,3.6,0.6,3,4.3,1.3,3,3,0,3,3.5,0.5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,2,4,3,4,3,4,3,3,4,4,4,3,4,3,3,4,4,4,4,4,5,5,4,5,5,4,3,4,3,3,3,3,3,3,4,4
338A9CE5,18-24 years old,Male,No,Not Applicable,No,8 University Degree,12. What A Wonderful World,5,Volunteer - 65AB,The Achievers,4,4,3,1.6875,3.3125,1.625,2,2.2,0.2,1.3,3.4,2.1,1,1,0,2.5,2.5,0,1,1,1,3,2,2,3,3,1,1,3,1,1,1,1,2,1,2,2,4,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,2,3,3,2,3,3,3,3,5,4,4,5,3,3,3,3,3,3,2,3,1,3,3,3,1,4,3,1,5,3,4,4,3,3,4,1,1,1,1,3,3,2,2
D3E7530E,18-24 years old,Female,No,Not Applicable,No,8 University Degree,12. What A Wonderful World,5,Volunteer - 65AB,The Achievers,5,5,5,2.3125,3,0.6875,3.2,2.4,-0.8,2.4,3.7,1.3,2.75,2.75,0,2.5,2.75,0.25,2,2,2,2,2,2,2,3,3,4,3,2,2,2,2,2,2,4,2,4,4,2,4,2,3,2,2,2,2,2,3,3,3,3,2,2,2,3,3,1,3,3,3,3,3,4,3,4,3,2,3,3,3,3,4,2,1,3,3,3,5,3,5,5,3,3,3,3,4,3,3,3,3,2,3,2,2,4
9638ED32,18-24 years old,Female,No,Not Applicable,No,8 University Degree,12. What A Wonderful World,4,Volunteer - 64AB,The Achievers,5,5,5,1.9375,3.9375,2,3.2,4,0.8,1.1,4.3,3.2,2.25,2.25,0,4,2.25,-1.75,1,1,1,3,3,2,1,4,1,4,2,3,1,1,1,2,4,4,1,4,3,1,1,1,1,1,1,1,1,1,2,3,3,2,1,5,5,4,2,3,3,5,4,3,4,5,3,4,2,5,4,5,5,3,5,4,4,4,4,4,4,5,3,5,5,5,4,5,3,4,3,3,2,1,2,2,3,2
B2680C12,18-24 years old,Female,No,Not Applicable,No,8 University Degree,12. What A Wonderful World,5,Volunteer - 65AB,The Achievers,5,5,5,3,4.1875,1.1875,3,3.4,0.4,3,3.8,0.8,3,3,0,3,5,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,2,5,5,5,5,5,5,5,5,3,5,3,5,3,5,1,5,4,1,5,4,4,4,4,4,3,3,3,3,3,5,5,5,5
ECFF5591,18-24 years old,Female,No,Not Applicable,No,8 University Degree,12. What A Wonderful World,5,Volunteer - 65AB,The Achievers,4,4,4,2.3125,3,0.6875,2.4,2.6,0.2,2.6,2.9,0.3,2,2,0,3,3,0,3,3,2,2,2,2,1,3,3,3,2,2,2,2,2,3,2,2,3,3,2,2,5,2,3,3,2,3,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,4,4,2,3,3,3,2,3,3,3,2,2,3,3,3,3,2,3,3,3,3,2,4,3,3,2,2,2,2,3,3,3,3
2B347771,18-24 years old,Female,No,Not Applicable,No,8 University Degree,12. What A Wonderful World,5,Volunteer - 65AB,The Achievers,4,4,4,2.1875,4.375,2.1875,2.8,2.4,-0.4,2.1,4.3,2.2,2,2,0,2.5,3.25,0.75,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,3,2,3,3,3,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,2,5,5,5,5,4,5,3,3,5,3,4,5,5,5,3,5,2,3,3,1,3,4,3,2,4,5,5,5,5,5,5,2,2,2,2,5,4,3,1
5610D4C5,18-24 years old,Female,No,Not Applicable,No,8 University Degree,12. What A Wonderful World,4,Volunteer - 36A,IMHope,5,5,5,2.5,3.375,0.875,3,2.2,-0.8,2.2,3.9,1.7,2.75,2.5,-0.25,2.25,2.75,0.5,3,2,2,3,2,2,2,3,3,2,3,2,2,3,3,3,3,4,2,3,3,2,2,2,2,3,2,2,2,2,3,3,2,3,3,2,2,2,3,3,3,3,3,2,3,4,3,5,3,3,4,4,4,3,4,1,3,1,3,3,4,4,4,5,2,4,4,4,4,4,3,2,3,2,2,3,3,3
ED16E911,18-24 years old,Female,No,Not Applicable,No,8 University Degree,12. What A Wonderful World,3,Volunteer - 53A,IMHope,5,5,5,1.75,4.5,2.75,2.2,3.2,1,1.1,4.2,3.1,1,1,0,2,3.75,1.75,1,1,1,1,1,1,3,1,4,5,4,1,1,1,1,1,1,1,2,4,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,3,5,5,5,3,4,5,5,5,3,5,5,5,5,5,2,5,1,5,4,5,1,3,5,2,5,5,3,5,4,5,5,1,1,1,1,4,3,3,5
BBEF2DAB,18-24 years old,Male,No,Not Applicable,No,8 University Degree,12. What A Wonderful World,5,Volunteer - 36B,IMHope,5,5,5,2.1875,3.375,1.1875,2.4,3,0.6,2,4.1,2.1,1.75,2,0.25,1.75,3.25,1.5,2,1,1,2,1,4,1,3,2,4,3,1,2,2,2,4,2,3,2,3,2,3,4,2,1,2,1,1,1,2,3,2,1,2,2,2,2,2,1,2,2,4,4,3,2,4,3,4,3,3,4,4,4,3,5,3,1,4,3,4,3,5,4,4,3,5,5,5,4,3,2,2,2,2,3,3,4,3
464B6775,18-24 years old,Male,No,Not Applicable,No,8 University Degree,12. What A Wonderful World,2,Volunteer - 53B,IMHope,5,5,5,3,3.6875,0.6875,3,3,0,3,4.2,1.2,3,3,0,3,4,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,4,5,4,4,2,3,4,4,4,3,5,3,3,3,3,3,4,5,3,5,2,5,5,4,4,5,3,3,3,3,5,4,4,3
17E852CE,18-24 years old,Male,No,Not Applicable,No,8 University Degree,12. What A Wonderful World,5,Volunteer - 36B,IMHope,5,5,5,2,3.4375,1.4375,2.8,2.6,-0.2,1.3,4.8,3.5,1.25,2.5,1.25,2,2.75,0.75,2,2,1,2,4,3,2,4,2,2,2,1,1,1,1,2,4,2,2,4,2,1,1,1,2,2,2,1,1,1,1,1,2,1,1,3,1,3,1,4,4,4,3,4,3,2,4,3,1,3,4,4,5,2,5,4,2,2,3,2,4,5,5,5,4,5,5,5,5,5,2,3,3,2,3,5,1,2
CFA72BE9,18-24 years old,Female,No,Not Applicable,No,8 University Degree,12. What A Wonderful World,4,Volunteer - 36A,IMHope,5,5,5,3.0625,4.1875,1.125,2.8,3.4,0.6,2,4.3,2.3,2.5,3,0.5,3.25,3,-0.25,3,3,3,3,4,3,2,3,3,4,3,3,3,3,3,3,3,3,3,3,2,1,2,2,2,3,1,2,2,2,3,3,3,2,2,3,2,4,4,5,5,5,3,4,4,5,3,3,4,3,3,5,5,5,5,5,3,3,3,3,5,4,3,5,5,3,5,4,4,5,3,3,3,3,4,5,2,1
7BDE3C83,18-24 years old,Female,No,Not Applicable,No,8 University Degree,12. What A Wonderful World,2,Volunteer - 53B,IMHope,5,5,5,2.625,3.1875,0.5625,2.8,2.6,-0.2,1.6,3.5,1.9,1.75,2.25,0.5,2.5,2,-0.5,3,2,3,2,4,3,2,3,2,2,4,3,2,3,2,2,1,2,3,3,5,2,2,1,1,2,1,2,2,2,1,2,1,2,2,2,1,3,4,3,3,4,2,4,4,4,4,4,2,1,3,3,2,3,5,1,1,4,3,4,4,3,3,5,3,5,4,3,4,1,3,2,2,2,2,3,1,2
3561D186,18-24 years old,Female,No,Not Applicable,No,8 University Degree,12. What A Wonderful World,4,Volunteer - 36A,IMHope,4,4,4,1.625,3.4375,1.8125,2.2,2.6,0.4,2.1,3.8,1.7,1.75,1.75,0,1.75,3.5,1.75,2,2,2,1,1,2,2,2,2,2,2,1,1,1,1,2,1,2,3,2,3,1,2,2,1,4,1,2,2,3,3,2,1,2,2,2,1,1,3,3,4,4,3,5,3,5,2,4,4,3,3,3,3,2,4,1,2,4,3,3,4,4,4,5,2,5,4,4,3,3,2,1,2,2,3,4,3,4
CC0E7AB2,18-24 years old,Female,No,Not Applicable,No,8 University Degree,12. What A Wonderful World,3,Volunteer - 53A,IMHope,5,5,5,1.4375,4.625,3.1875,3,3,0,1.4,4.8,3.4,1.25,1.25,0,1.5,3.5,2,2,2,1,1,1,1,1,1,3,3,2,1,1,1,1,1,2,3,4,2,4,1,1,3,1,1,1,1,1,1,3,2,1,1,1,1,1,2,2,4,5,5,5,4,4,5,5,5,4,5,5,5,5,3,5,2,2,4,2,5,4,5,5,5,5,5,5,5,4,5,2,1,1,1,2,4,4,4
2527A0A8,18-24 years old,Female,No,Not Applicable,No,8 University Degree,12. What A Wonderful World,4,Volunteer - 36A,IMHope,5,5,5,1.25,3.25,2,2.6,2.6,0,1.8,3,1.2,1,1.5,0.5,1.75,3,1.25,1,1,1,2,1,1,1,1,2,2,2,1,1,1,1,1,1,4,3,3,2,1,1,1,1,1,2,2,2,3,4,1,1,1,1,2,2,2,1,4,3,3,3,4,4,3,3,3,3,3,3,3,3,3,4,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,3,3
571017D4,18-24 years old,Male,No,Not Applicable,No,8 University Degree,12. What A Wonderful World,3,Volunteer - 53A,IMHope,5,5,5,1.5625,3.4375,1.875,3.4,2.8,-0.6,1.5,3.9,2.4,1.75,1.75,0,2.25,3.25,1,1,1,1,1,1,1,1,4,3,4,2,1,1,1,1,1,2,4,3,3,5,1,1,5,1,1,1,1,2,1,1,3,2,1,1,4,1,1,3,3,3,4,4,4,3,4,4,4,4,3,4,3,3,2,3,2,2,3,3,4,4,5,4,5,3,4,4,4,3,3,3,2,1,1,4,2,4,3
F79FAE2D,18-24 years old,Female,No,Not Applicable,No,8 University Degree,12. What A Wonderful World,2,Volunteer - 54B,Matchsticks at IMH,5,5,5,1.875,4.1875,2.3125,2.4,3.2,0.8,1.5,4.3,2.8,2.25,2.25,0,1.5,2.75,1.25,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,3,2,2,4,2,2,1,1,1,1,3,1,1,1,2,3,2,2,3,2,1,2,2,1,3,5,5,3,4,4,5,3,5,4,3,5,5,5,3,5,2,4,3,4,3,4,3,5,5,4,5,5,5,4,3,2,2,3,2,2,2,4,3
0E93A2E0,18-24 years old,Female,No,Not Applicable,No,8 University Degree,12. What A Wonderful World,4,Volunteer - 54A,Matchsticks at IMH,5,5,5,2.1875,4,1.8125,2.6,2.2,-0.4,1.5,4.2,2.7,2,1.75,-0.25,2.25,2.75,0.5,2,2,2,2,2,3,1,4,4,4,4,1,1,1,1,1,2,4,2,3,2,2,2,2,1,2,2,1,1,1,1,2,2,2,2,1,1,3,4,3,4,5,4,5,3,4,3,4,4,4,5,4,4,4,4,2,1,2,2,4,4,5,3,5,5,4,4,4,4,4,2,1,1,3,1,3,3,4
D707C3FB,18-24 years old,Female,No,Not Applicable,No,8 University Degree,12. What A Wonderful World,4,Volunteer - 54A,Matchsticks at IMH,4,4,4,1.5625,2.75,1.1875,2.2,3.2,1,1.1,3.3,2.2,2,2.5,0.5,2,3,1,1,1,1,2,3,1,1,3,2,2,2,2,1,1,1,1,3,2,1,4,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,1,2,2,3,3,3,3,4,3,2,3,3,3,2,3,2,2,2,3,2,4,3,3,4,2,4,3,4,3,4,3,3,4,3,2,2,3,3,4,3,3,2
9FDA707D,18-24 years old,Male,No,Not Applicable,No,8 University Degree,12. What A Wonderful World,4,Volunteer - 54B,Matchsticks at IMH,5,5,5,1.875,3.5,1.625,1.6,2.4,0.8,1.3,4.5,3.2,1.5,2.75,1.25,1,3.25,2.25,2,2,2,1,1,1,1,1,2,5,3,1,1,2,1,4,1,1,3,1,2,4,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,4,2,3,4,3,3,3,4,5,2,3,5,5,3,3,4,1,2,2,3,4,4,3,4,5,5,5,5,5,5,4,3,1,3,4,4,3,4,2
48334137,18-24 years old,Female,No,Not Applicable,No,8 University Degree,12. What A Wonderful World,4,Volunteer - 54A,Matchsticks at IMH,5,5,5,2.625,4.0625,1.4375,2.8,3.4,0.6,2.4,4,1.6,3,2.75,-0.25,2.75,4,1.25,2,2,2,3,3,3,3,2,3,3,3,3,3,2,2,3,3,2,3,3,3,2,4,2,2,3,2,2,2,2,3,3,3,3,3,3,2,3,3,3,5,5,3,4,4,5,3,4,4,4,4,4,4,4,5,2,5,3,3,4,4,4,4,4,4,4,4,4,4,4,4,2,3,2,4,4,4,4
FC976AD2,18-24 years old,Female,No,Not Applicable,No,7 Polytechnic,12. What A Wonderful World,5,Volunteer - 45A,NYP Nursing Students,5,5,5,3.3125,4.0625,0.75,2.2,2.6,0.4,2.4,4.5,2.1,3.75,3.75,0,2,3.75,1.75,4,4,2,3,2,2,4,4,3,4,4,2,3,4,4,4,2,3,2,2,2,2,2,2,2,3,2,3,2,2,4,5,3,4,3,2,2,2,2,5,3,5,1,3,5,5,3,4,5,5,1,5,5,5,5,2,1,3,2,5,5,3,5,3,5,5,4,5,5,5,5,3,4,3,1,5,4,5
E6596D88,18-24 years old,Female,No,Not Applicable,No,7 Polytechnic,12. What A Wonderful World,4,Volunteer - 45A,NYP Nursing Students,5,5,5,2,3.375,1.375,3,3,0,1.4,4.8,3.4,1.5,3,1.5,2.5,4,1.5,1,3,3,3,1,4,1,1,3,3,4,1,1,1,1,1,3,3,2,3,4,1,2,1,1,2,1,1,2,1,2,1,1,2,2,5,1,1,3,2,4,4,2,3,3,5,3,2,3,4,3,4,4,3,5,3,2,3,2,5,5,5,5,4,5,5,5,5,4,5,3,3,3,3,5,4,2,5
8D3D026C,18-24 years old,Female,No,Not Applicable,No,7 Polytechnic,12. What A Wonderful World,5,Volunteer - 45A,NYP Nursing Students,4,4,4,2.125,3.875,1.75,3.8,2.8,-1,1.4,4,2.6,2.5,3,0.5,3.5,3.75,0.25,2,2,2,3,2,4,2,2,2,2,2,2,1,2,1,3,4,5,3,4,3,1,2,1,2,2,1,1,1,1,2,4,2,2,2,3,4,4,3,4,4,4,3,3,2,4,2,4,5,3,5,5,5,4,5,3,2,3,2,4,4,4,4,5,3,4,4,4,4,4,3,3,3,3,2,4,4,5
57F2ED52,18-24 years old,Male,No,Not Applicable,No,7 Polytechnic,12. What A Wonderful World,1,Volunteer - 45A,NYP Nursing Students,5,5,5,2.1875,3.0625,0.875,2.8,2.8,0,2.1,3,0.9,2.75,2.75,0,3,3,0,2,2,1,1,3,4,2,3,4,4,2,2,1,1,1,2,2,4,3,3,2,2,3,1,1,3,2,2,2,2,3,3,3,3,2,1,5,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3
99E11282,18-24 years old,Female,No,Not Applicable,No,7 Polytechnic,12. What A Wonderful World,4,Volunteer - 45A,NYP Nursing Students,5,5,5,2.1875,3.5,1.3125,3,2.4,-0.6,2.4,4.3,1.9,2.75,3.5,0.75,2.25,3.75,1.5,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,3,3,4,2,3,3,2,2,2,2,4,2,2,2,3,3,3,2,3,3,2,2,2,3,3,3,3,4,4,4,5,2,4,3,3,4,3,4,3,4,2,1,3,2,4,4,4,4,5,4,5,5,4,4,4,5,2,4,3,2,4,4,5
7AAD4C7E,18-24 years old,Female,No,Not Applicable,No,7 Polytechnic,12. What A Wonderful World,1,Volunteer - 45A,NYP Nursing Students,5,5,5,1.625,4.5,2.875,2.2,2.6,0.4,1.3,2.4,1.1,1.75,1.75,0,1.25,3.5,2.25,1,1,1,3,3,1,1,1,3,2,3,1,1,1,1,2,1,3,1,3,3,1,2,3,1,1,1,1,1,1,1,2,1,1,3,2,1,1,1,5,5,5,4,3,5,4,4,4,4,4,5,5,5,5,5,1,4,2,4,2,3,2,2,5,1,1,1,1,5,3,2,1,1,3,2,4,4,4
E018D244,18-24 years old,Female,No,Not Applicable,No,8 University Degree,12. What A Wonderful World,4,Volunteer - 64AB,The Achievers,5,5,5,2.9375,2.875,-0.0625,2.8,2.6,-0.2,3,3.9,0.9,3,2,-1,2.75,3.25,0.5,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,2,3,2,3,3,3,3,2,4,1,2,4,3,3,5,3,1,5,4,5,4,4,4,4,1,1,3,3,1,3,5,4
2976D6D4,18-24 years old,Male,No,Not Applicable,No,8 University Degree,12. What A Wonderful World,5,Volunteer - 65AB,The Achievers,5,5,5,1,3.875,2.875,2.6,2.2,-0.4,1.4,4.6,3.2,1.25,1.5,0.25,2.25,3,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,3,2,1,1,3,1,1,1,1,1,1,3,2,1,1,1,1,1,4,3,5,4,5,5,3,3,5,1,3,3,3,3,5,5,4,5,2,1,4,1,3,5,5,3,5,5,5,5,5,5,3,3,1,1,1,2,4,4,2
87BC1FCE,18-24 years old,Female,No,Not Applicable,No,8 University Degree,12. What A Wonderful World,4,Volunteer - 64AB,The Achievers,5,5,5,2.3125,3.375,1.0625,3.2,3.4,0.2,1.4,4.8,3.4,2,2.75,0.75,2.75,2.25,-0.5,2,2,2,2,4,2,2,4,2,3,2,2,2,2,2,2,4,4,2,4,2,1,1,1,3,2,1,1,2,1,1,2,2,2,2,2,2,4,3,3,4,4,3,2,4,5,3,3,1,3,4,5,3,3,4,3,3,3,3,5,4,5,5,5,5,5,5,5,5,4,3,3,3,2,2,3,2,2
F1142EA5,18-24 years old,Female,No,Not Applicable,No,8 University Degree,12. What A Wonderful World,5,Volunteer - 65AB,The Achievers,4,4,3,1.9375,4.6875,2.75,2.8,2.4,-0.4,1.7,4.5,2.8,2,2,0,1.5,3,1.5,2,3,2,2,1,1,1,1,1,4,3,2,1,2,2,3,1,4,2,4,3,2,1,2,1,3,1,1,1,2,3,2,2,2,2,1,1,1,3,5,5,5,5,5,4,5,5,5,3,3,5,5,5,5,5,1,3,3,1,4,5,5,5,5,4,4,5,4,4,4,3,1,2,2,5,1,3,3
07A0BD5C,18-24 years old,Female,No,Not Applicable,No,8 University Degree,12. What A Wonderful World,4,Volunteer - 36A,IMHope,4,4,3,2.3125,3,0.6875,2.2,2.6,0.4,1.8,3.1,1.3,2,2,0,2,3,1,3,2,1,2,3,3,2,3,3,3,3,2,2,1,2,2,1,3,2,3,2,2,2,2,1,2,1,1,2,2,3,3,2,2,1,2,2,2,2,3,3,3,3,4,2,2,3,3,3,3,3,3,3,3,4,1,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,2,2,1,3,3,3,3
58D455B7,18-24 years old,Female,No,Not Applicable,No,8 University Degree,12. What A Wonderful World,4,Volunteer - 36B,IMHope,4,4,3,2.375,3.125,0.75,2.6,3.6,1,2.3,3.6,1.3,2.5,3.75,1.25,2,3.5,1.5,4,2,2,2,2,2,2,2,2,3,4,3,2,2,2,2,2,3,2,4,2,4,2,2,2,2,2,2,2,2,3,2,3,2,3,2,2,2,2,4,2,4,3,2,3,4,2,3,2,2,5,4,3,3,4,3,4,2,4,5,3,4,3,4,3,3,4,3,4,5,4,3,4,4,4,4,4,2
33535527,18-24 years old,Male,No,Not Applicable,No,8 University Degree,12. What A Wonderful World,4,Volunteer - 36A,IMHope,5,5,5,2.625,4.25,1.625,2.8,2,-0.8,2.8,4.6,1.8,2.25,2.25,0,2.25,3.75,1.5,3,3,2,2,2,2,2,2,3,3,3,3,3,2,3,4,3,2,2,3,4,4,3,2,2,3,3,3,3,2,3,2,2,3,2,2,2,2,3,5,4,5,3,4,5,5,4,4,3,3,5,5,4,4,5,1,2,3,3,1,5,5,3,5,4,5,5,5,5,4,2,2,2,3,3,5,5,2
DD0F1DC4,18-24 years old,Female,No,Not Applicable,No,8 University Degree,12. What A Wonderful World,5,Volunteer - 36B,IMHope,4,4,4,2.4375,4.1875,1.75,2.2,2.2,0,1.9,3.7,1.8,2.25,2.25,0,2.25,3.25,1,3,1,2,2,1,3,3,3,1,5,5,3,1,2,1,3,1,2,3,1,4,3,2,1,1,4,1,1,2,1,3,5,2,1,1,3,1,2,3,3,5,4,4,4,3,4,5,5,3,5,4,5,4,4,5,1,3,3,3,1,4,5,2,5,3,4,4,3,4,3,5,2,1,1,3,4,3,3
D4DD5543,18-24 years old,Male,No,Not Applicable,No,8 University Degree,12. What A Wonderful World,2,Volunteer - 53B,IMHope,5,5,5,1.5625,3.6875,2.125,1.6,2.6,1,1.2,3.7,2.5,1,2.25,1.25,2.5,3.5,1,1,1,1,1,2,3,1,2,2,2,4,1,1,1,1,1,1,1,3,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,3,4,4,4,3,4,5,3,4,3,4,4,4,3,2,5,2,3,3,3,2,3,4,3,5,3,4,4,4,3,4,3,2,2,2,2,4,4,4
53653761,18-24 years old,Female,No,Not Applicable,No,8 University Degree,12. What A Wonderful World,2,Volunteer - 53B,IMHope,5,5,5,3.375,3.3125,-0.0625,3,3.2,0.2,2.8,4.3,1.5,1.75,1.75,0,3.5,3.25,-0.25,5,3,3,3,3,4,3,4,3,3,4,3,3,4,3,3,4,3,3,3,2,3,2,3,4,3,3,3,2,2,3,2,3,1,1,4,4,3,3,2,2,3,3,3,4,2,3,3,4,3,5,5,4,3,4,4,3,4,2,3,4,4,4,4,4,5,5,4,5,4,2,3,1,1,3,4,3,3
6F03F896,18-24 years old,Male,No,Not Applicable,No,8 University Degree,12. What A Wonderful World,4,Volunteer - 36A,IMHope,5,5,5,3.125,3.0625,-0.0625,3.2,3,-0.2,3.1,3.9,0.8,2.75,3,0.25,2.5,2.25,-0.25,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,2,3,3,3,3,4,4,2,3,3,3,3,2,2,3,2,3,4,3,4,2,5,2,3,2,3,5,3,3,2,3,3,2,4,2,4,4,4,4,3,4,4,4,4,4,4,3,3,3,3,2,1,4,2
9C784979,18-24 years old,Female,No,Not Applicable,No,8 University Degree,12. What A Wonderful World,4,Volunteer - 36A,IMHope,5,5,5,2.3125,3.0625,0.75,1.6,2.6,1,1.4,3.9,2.5,2,3,1,2.25,2.25,0,1,2,1,5,4,2,1,3,2,3,2,1,2,3,2,3,1,1,1,3,2,2,1,1,1,2,1,1,1,1,3,2,2,2,2,1,4,3,1,2,3,4,3,4,2,5,2,3,2,3,5,3,3,2,3,1,2,4,2,4,4,4,4,3,4,4,4,4,4,4,4,3,3,2,2,1,4,2
2E5E11A4,18-24 years old,Female,No,Not Applicable,No,8 University Degree,12. What A Wonderful World,2,Volunteer - 53B,IMHope,5,5,5,2.375,3.875,1.5,2.2,2.8,0.6,2.1,4.6,2.5,1.75,1.75,0,3,2.75,-0.25,2,2,2,3,3,2,2,2,3,3,3,2,2,2,2,3,1,3,2,3,2,2,2,2,2,3,2,2,2,2,2,2,1,2,2,3,2,4,3,4,3,4,4,3,5,4,1,4,5,4,5,5,4,2,5,1,3,3,3,4,5,5,5,5,5,5,5,3,5,3,2,1,2,2,4,4,2,1
